"Tabela 7142 - Taxa ajustada de frequência escolar líquida, por cor ou raça e faixa etária ideal por curso frequentado",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Branca,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Branca,11 a 14 anos nos anos finais do ensino fundamental,85.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Branca,15 a 17 anos no ensino médio,59.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Branca,18 a 24 no ensino superior,32.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Preta ou parda,6 a 14 anos no ensino fundamental,98.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,80.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Preta ou parda,15 a 17 anos no ensino médio,52.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,24,Rio Grande do Norte,Preta ou parda,18 a 24 no ensino superior,17.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Branca,6 a 14 anos no ensino fundamental,97.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Branca,11 a 14 anos nos anos finais do ensino fundamental,87.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Branca,15 a 17 anos no ensino médio,68.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Branca,18 a 24 no ensino superior,31.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Preta ou parda,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,82.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Preta ou parda,15 a 17 anos no ensino médio,57.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,25,Paraíba,Preta ou parda,18 a 24 no ensino superior,17.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Branca,6 a 14 anos no ensino fundamental,97.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Branca,11 a 14 anos nos anos finais do ensino fundamental,88.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Branca,15 a 17 anos no ensino médio,69.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Branca,18 a 24 no ensino superior,31.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Preta ou parda,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,81.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Preta ou parda,15 a 17 anos no ensino médio,60.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,26,Pernambuco,Preta ou parda,18 a 24 no ensino superior,15.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Branca,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Branca,11 a 14 anos nos anos finais do ensino fundamental,87.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Branca,15 a 17 anos no ensino médio,60.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Branca,18 a 24 no ensino superior,31.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Preta ou parda,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,81.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Preta ou parda,15 a 17 anos no ensino médio,57.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,27,Alagoas,Preta ou parda,18 a 24 no ensino superior,14.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Branca,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Branca,11 a 14 anos nos anos finais do ensino fundamental,82.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Branca,15 a 17 anos no ensino médio,48.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Branca,18 a 24 no ensino superior,28.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Preta ou parda,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,94.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,79.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Preta ou parda,15 a 17 anos no ensino médio,51.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,28,Sergipe,Preta ou parda,18 a 24 no ensino superior,15.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Branca,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Branca,11 a 14 anos nos anos finais do ensino fundamental,86.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Branca,15 a 17 anos no ensino médio,57.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Branca,18 a 24 no ensino superior,20.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Preta ou parda,6 a 14 anos no ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,93.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,79.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Preta ou parda,15 a 17 anos no ensino médio,54.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,29,Bahia,Preta ou parda,18 a 24 no ensino superior,14.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Branca,6 a 14 anos no ensino fundamental,98.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Branca,11 a 14 anos nos anos finais do ensino fundamental,93.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Branca,15 a 17 anos no ensino médio,78.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Branca,18 a 24 no ensino superior,33.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Preta ou parda,6 a 14 anos no ensino fundamental,98.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,91.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Preta ou parda,15 a 17 anos no ensino médio,74.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,31,Minas Gerais,Preta ou parda,18 a 24 no ensino superior,17.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Branca,6 a 14 anos no ensino fundamental,97.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Branca,15 a 17 anos no ensino médio,67.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Branca,18 a 24 no ensino superior,35.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Preta ou parda,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,83.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Preta ou parda,15 a 17 anos no ensino médio,60.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,32,Espírito Santo,Preta ou parda,18 a 24 no ensino superior,17.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Branca,6 a 14 anos no ensino fundamental,97.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Branca,11 a 14 anos nos anos finais do ensino fundamental,87.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Branca,15 a 17 anos no ensino médio,75.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Branca,18 a 24 no ensino superior,39.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Preta ou parda,6 a 14 anos no ensino fundamental,96.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,93.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,82.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Preta ou parda,15 a 17 anos no ensino médio,62.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,33,Rio de Janeiro,Preta ou parda,18 a 24 no ensino superior,18.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Branca,6 a 14 anos no ensino fundamental,98.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,97.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Branca,11 a 14 anos nos anos finais do ensino fundamental,92.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Branca,15 a 17 anos no ensino médio,85.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Branca,18 a 24 no ensino superior,37.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Preta ou parda,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.5,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,89.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Preta ou parda,15 a 17 anos no ensino médio,74.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,35,São Paulo,Preta ou parda,18 a 24 no ensino superior,18.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Branca,6 a 14 anos no ensino fundamental,98.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Branca,11 a 14 anos nos anos finais do ensino fundamental,93.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Branca,15 a 17 anos no ensino médio,76.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Branca,18 a 24 no ensino superior,37.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Preta ou parda,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Preta ou parda,15 a 17 anos no ensino médio,67.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,41,Paraná,Preta ou parda,18 a 24 no ensino superior,17.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Branca,6 a 14 anos no ensino fundamental,97.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Branca,11 a 14 anos nos anos finais do ensino fundamental,92.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Branca,15 a 17 anos no ensino médio,78.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Branca,18 a 24 no ensino superior,36.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Preta ou parda,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Preta ou parda,15 a 17 anos no ensino médio,68.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,42,Santa Catarina,Preta ou parda,18 a 24 no ensino superior,17.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Branca,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Branca,11 a 14 anos nos anos finais do ensino fundamental,86.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Branca,15 a 17 anos no ensino médio,70.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Branca,18 a 24 no ensino superior,34.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Preta ou parda,6 a 14 anos no ensino fundamental,98.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,98.7,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,83.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Preta ou parda,15 a 17 anos no ensino médio,52.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,43,Rio Grande do Sul,Preta ou parda,18 a 24 no ensino superior,13.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Branca,6 a 14 anos no ensino fundamental,97.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,96.8,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Branca,11 a 14 anos nos anos finais do ensino fundamental,86.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Branca,15 a 17 anos no ensino médio,78.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Branca,18 a 24 no ensino superior,33.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Preta ou parda,6 a 14 anos no ensino fundamental,97.2,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,96.4,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,81.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Preta ou parda,15 a 17 anos no ensino médio,58.3,%
Taxa ajustada de frequência escolar líquida,2018,UF,50,Mato Grosso do Sul,Preta ou parda,18 a 24 no ensino superior,18.9,%
Taxa ajustada de frequência escolar líquida,2018,UF,51,Mato Grosso,Branca,6 a 14 anos no ensino fundamental,97.1,%
Taxa ajustada de frequência escolar líquida,2018,UF,51,Mato Grosso,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,51,Mato Grosso,Branca,11 a 14 anos nos anos finais do ensino fundamental,92.0,%
Taxa ajustada de frequência escolar líquida,2018,UF,51,Mato Grosso,Branca,15 a 17 anos no ensino médio,82.6,%
Taxa ajustada de frequência escolar líquida,2018,UF,51,Mato Grosso,Branca,18 a 24 no ensino superior,36.5,%
